name,league,club,country,position,price,rating,base_stats,total_stats,popularity,weight,height,pace,shooting,dribling,defending,physicality,weak_foot,skills,card_type
Mikel Merino Zazón,LaLiga Santander,Real Sociedad,Spain,CM,1.1K ,80,460,2200,114,83,189,70,76,78,81,77,3,3,Rare
Nordi Mukiele,Bundesliga,RB Leipzig,France,RB,950 ,80,423,1965,532,84,187,83,42,69,72,80,3,3,Rare
Alejandro Remiro Gargallo,LaLiga Santander,Real Sociedad,Spain,GK,700 ,80,437,936,54,83,191,83,72,78,81,42,4,1,Rare
Yeray Álvarez López,LaLiga Santander,Athletic Club,Spain,CB,2.3K ,80,396,1909,193,78,183,68,49,58,63,82,3,2,Non-Rare
Marcus Thuram,Bundesliga,M'gladbach,France,LW,900 ,80,439,1986,135,87,192,84,80,70,80,48,2,3,Rare
Mario Hermoso Canseco,LaLiga Santander,Atlético de Madrid,Spain,CB,3K ,80,426,2022,279,75,184,75,49,72,71,80,3,2,Rare
Unai Simón Mendibil,LaLiga Santander,Athletic Club,Spain,GK,700 ,80,436,876,28,89,190,81,77,68,80,47,2,1,Rare
Christopher Nkunku,Bundesliga,RB Leipzig,France,CAM,850 ,80,450,2154,238,72,179,78,74,80,84,69,3,4,Rare
Mauro Arambarri,LaLiga Santander,Getafe CF,Uruguay,CDM,550 ,80,406,1938,21,74,175,52,58,71,71,78,3,3,Non-Rare
Maximiliano Gómez,LaLiga Santander,Valencia CF,Uruguay,ST,700 ,80,404,1953,118,84,186,68,81,68,73,32,3,3,Rare
Éder Gabriel Militão,LaLiga Santander,Real Madrid,Brazil,CB,1.2K ,80,427,2001,2382,78,186,78,50,66,71,81,2,2,Rare
Nikola Vlašić,League of Russia (RUS 1),CSKA Moscow,Croatia,CAM,700 ,80,435,2033,61,79,178,83,75,76,82,48,4,3,Rare
Dominik Livaković,Liga Hrvatska (CRO 1),Dinamo Zagreb,Croatia,GK,500 ,80,449,1001,40,79,187,80,78,74,82,56,3,1,Non-Rare
Viktor Tsygankov,Ukrayina Liha (UKR 1),Dynamo Kyiv,Ukraine,RM,700 ,80,418,1981,66,71,175,85,73,78,80,45,4,4,Rare
Diogo Jota,Premier League,Liverpool,Portugal,LW,1.2K ,80,445,2103,518,73,178,83,77,71,84,53,5,4,Rare
Alexander Ring,Major League Soccer (MLS),New York City FC,Finland,CM,28.5K ,80,464,2195,116,73,175,79,71,75,80,77,3,3,IF
Daniele Rugani,Ligue 1 Conforama,Rennes,Italy,CB,4.2K ,80,375,1746,5,84,190,61,39,55,64,84,3,2,non-rare
Giuliano Victor de Paula,Süper Lig (TUR 1),Başakşehir,Brazil,CAM,700 ,80,435,2075,15,68,172,79,76,77,82,46,3,4,Rare
Gerard Deulofeu Lázaro,Serie A TIM,Udinese,Spain,LM,700 ,80,418,1958,177,73,177,88,75,75,85,30,4,4,Rare
Kamil Grosicki,Premier League,West Brom,Poland,LM,37K ,80,437,2084,172,78,180,88,81,78,80,44,3,3,IF
João Mário Naval Costa Eduardo,Liga NOS (POR 1),Sporting CP,Portugal,CM,1.2K ,80,432,2082,29,73,179,69,69,80,83,64,4,4,non-rare
Matias Vecino,Serie A TIM,Inter,Uruguay,CDM,900 ,80,443,2123,1,81,187,65,68,77,80,78,3,4,CL
Lucas Vázquez,LaLiga Santander,Real Madrid,Spain,RW,1.3K ,80,439,2102,10,70,173,81,73,78,80,58,4,4,CL
Éder Gabriel Militão,LaLiga Santander,Real Madrid,Brazil,CB,2.1K ,80,427,2001,69,78,186,78,50,66,71,81,2,2,CL
José Ignacio Fernández Iglesias,LaLiga Santander,Real Madrid,Spain,CB,2.2K ,80,407,1880,12,76,180,78,37,66,66,80,4,2,CL
Vinícius Júnior,LaLiga Santander,Real Madrid,Brazil,LW,1.4K ,80,416,1954,21,73,176,95,69,71,86,29,4,5,CL
Luka Jovic,LaLiga Santander,Real Madrid,Serbia,ST,2.4K ,80,407,1945,16,85,182,75,81,68,80,29,5,3,CL
James Milner,Premier League,Liverpool,England,CM,1.3K ,80,442,2208,23,70,175,58,70,82,78,77,4,3,CL
Diogo Jota,Premier League,Liverpool,Portugal,LW,1.9K ,80,445,2103,25,73,178,83,77,71,84,53,5,4,CL
Otávio Edmilson da Silva Monteiro,Liga NOS (POR 1),FC Porto,Brazil,RM,950 ,80,428,2049,9,71,172,76,69,78,85,55,3,4,CL
Alassane Plea,Bundesliga,M'gladbach,France,ST,1.3K ,80,425,2064,18,79,181,73,83,77,79,39,3,4,CL
Stefan Lainer,Bundesliga,M'gladbach,Austria,RB,1.2K ,80,441,2049,7,70,175,80,63,70,75,73,3,3,CL
Lukasz Piszczek,Bundesliga,Dortmund,Poland,CB,1.4K ,80,445,2143,15,79,184,72,68,74,72,81,4,2,CL
Marcus Thuram,Bundesliga,M'gladbach,France,LW,1.3K ,80,439,1986,4,87,192,84,80,70,80,48,2,3,CL
Nico Schulz,Bundesliga,Dortmund,Germany,LB,2.4K ,80,435,2015,8,83,181,87,51,74,75,73,2,3,CL
Lars Stindl,Bundesliga,M'gladbach,Germany,CAM,1.4K ,80,429,2133,10,80,181,59,82,78,79,59,4,4,CL
Valentin Rongier,Ligue 1 Conforama,OM,France,CM,1.4K ,80,428,2104,10,70,172,61,73,76,80,75,4,3,CL
Giuliano Victor de Paula,Süper Lig (TUR 1),Başakşehir,Brazil,CAM,0 ,80,435,2075,1,68,172,79,76,77,82,46,3,4,CL
Grzegorz Krychowiak,League of Russia (RUS 1),Lokomotiv Moscow,Poland,CDM,1.1K ,80,445,2111,3,84,187,68,76,72,72,76,3,3,CL
Viktor Tsygankov,Ukrayina Liha (UKR 1),Dynamo Kyiv,Ukraine,RM,900 ,80,418,1981,12,71,175,85,73,78,80,45,4,4,CL
Alexis Sánchez,Serie A TIM,Inter,Chile,LW,1.3K ,80,432,2120,15,62,168,79,78,77,84,44,3,4,CL
João Mário Naval Costa Eduardo,Serie A TIM,Inter,Portugal,CM,0 ,80,432,2082,2,73,179,69,69,80,83,64,4,4,CL
Nicolò Barella,Serie A TIM,Inter,Italy,CM,1.1K ,80,452,2158,19,68,175,78,67,79,82,74,3,3,CL
Mason Mount,Premier League,Chelsea,England,CAM,1.2K ,80,419,2015,18,70,178,74,77,79,80,48,4,3,CL
Kurt Zouma,Premier League,Chelsea,France,CB,1.5K ,80,399,1897,14,95,190,67,51,61,56,80,3,2,CL
Nordi Mukiele,Bundesliga,RB Leipzig,France,RB,1.3K ,80,423,1965,42,84,187,83,42,69,72,80,3,3,CL
José Ángel Esmoris Tasende,Bundesliga,RB Leipzig,Spain,LB,1.3K ,80,446,2163,10,69,175,73,66,80,80,75,3,4,CL
Daniele Rugani,Serie A TIM,Piemonte Calcio,Italy,CB,0 ,80,375,1746,3,84,190,61,39,55,64,84,3,2,CL
Federico Bernardeschi,Serie A TIM,Piemonte Calcio,Italy,CAM,1.1K ,80,443,2114,8,77,185,80,75,80,83,60,3,5,CL
Julian Draxler,Ligue 1 Conforama,Paris SG,Germany,CAM,1.4K ,80,431,2087,6,77,187,75,76,80,82,55,5,4,CL
Corentin Tolisso,Bundesliga,FC Bayern,France,CM,1.6K ,80,458,2205,24,81,181,72,77,78,78,76,3,3,CL
Daniele Rugani,Ligue 1 Conforama,Rennes,Italy,CB,0 ,80,375,1746,1,84,190,61,39,55,64,84,3,2,CL
David Neres,Eredivisie (NED 1),Ajax,Brazil,LW,950 ,80,418,1963,15,66,176,86,73,73,85,36,3,5,CL
Sergio Romero,Premier League,Manchester Utd,Argentina,GK,950 ,80,443,978,16,86,192,78,76,81,83,46,3,1,CL
Sergio Escudero Palomo,LaLiga Santander,Sevilla FC,Spain,LB,1.7K ,80,432,2081,1,72,176,72,63,75,72,79,2,3,CL
Dean Henderson,Premier League,Manchester Utd,England,GK,800 ,80,440,882,12,85,190,80,80,70,83,50,3,1,CL
Luuk de Jong,LaLiga Santander,Sevilla FC,Netherlands,ST,1.5K ,80,398,1966,8,86,188,55,78,70,69,50,5,2,CL
Nemanja Matic,Premier League,Manchester Utd,Serbia,CDM,1K ,80,418,2041,-1,83,194,44,68,76,73,80,3,3,CL
Victor Lindelöf,Premier League,Manchester Utd,Sweden,CB,1.5K ,80,425,2019,13,80,187,72,50,72,73,81,4,3,CL
Šime Vrsaljko,LaLiga Santander,Atlético de Madrid,Croatia,RB,1.2K ,80,434,2060,-1,76,181,78,55,73,74,78,3,3,CL
Diego da Silva Costa,LaLiga Santander,Atlético de Madrid,Spain,ST,1.7K ,80,425,2001,5,83,188,73,79,65,74,48,4,2,CL
Mario Hermoso Canseco,LaLiga Santander,Atlético de Madrid,Spain,CB,4K ,80,426,2022,7,75,184,75,49,72,71,80,3,2,CL
Christopher Nkunku,Bundesliga,RB Leipzig,France,CAM,1.4K ,80,450,2154,18,72,179,78,74,80,84,69,3,4,CL
Lukas Klostermann,Bundesliga,RB Leipzig,Germany,CB,1.5K ,80,431,1926,106,88,187,84,51,66,71,82,3,2,CL
John Stones,Premier League,Manchester City,England,CB,1.5K ,80,404,1870,5,70,188,68,36,69,72,82,4,3,CL
Oleksandr Zinchenko,Premier League,Manchester City,Ukraine,LB,1K ,80,446,2159,12,64,175,73,66,81,80,77,3,3,CL
Giacomo Bonaventura,Serie A TIM,Milan,Italy,CM,0 ,80,452,-,20,75,,72,77,82,82,72,1,1,non-rare
Giacomo Bonaventura,Serie A TIM,Fiorentina,Italy,CM,0 ,80,452,2196,42,0,181,72,77,82,82,72,3,4,non-rare
Theo Bongonda,1A Pro League (BEL 1),KRC Genk,Belgium,LW,15.5K ,80,407,1981,34,73,177,84,75,76,84,32,3,4,IF
Mbaye Diagne,Süper Lig (TUR 1),Galatasaray,Senegal,ST,16.5K ,80,394,1871,80,86,191,70,83,63,68,35,4,3,IF
Mason Mount,Premier League,Chelsea,England,CAM,0 ,80,419,2015,-100,70,178,74,77,79,80,48,4,3,
Theo Hernández,Serie A TIM,Milan,France,LB,0 ,80,460,2096,-305,82,184,92,67,73,77,74,3,3,
Michael Esser,Bundesliga 2 (GER 2),Hannover 96,Germany,GK,17.75K ,80,435,916,77,97,198,80,80,70,84,44,3,1,IF
Emanuel Reynoso,Major League Soccer (MLS),Minnesota United,Argentina,CAM,18.5K ,80,445,2146,30,67,176,73,71,83,85,63,3,4,IF
Ricardo Goulart Pereira,Chinese FA Super L. (CHN 1),Guangzhou,China PR,CF,700 ,80,426,2050,-648,80,181,81,78,77,79,41,4,4,Rare
Fedor Chalov,League of Russia (RUS 1),CSKA Moscow,Russia,ST,18K ,80,424,2016,49,77,180,81,80,74,81,39,4,3,IF
Bryan Linssen,Eredivisie (NED 1),Feyenoord,Netherlands,ST,18.75K ,80,445,2181,114,64,170,84,82,75,80,51,2,3,IF
Luka Jovic,Bundesliga,Frankfurt,Serbia,ST,700 ,80,407,1945,320,85,182,75,81,68,80,29,5,3,Rare
Gernot Trauner,Ö Bundesliga (AUT 1),LASK,Austria,CB,16.5K ,80,445,2122,43,82,183,73,63,72,70,81,3,2,IF
Willian José da Silva,Premier League,Wolves,Brazil,ST,750 ,80,410,1949,10,91,189,67,80,67,74,40,4,4,Rare
Daniele Rugani,Serie A TIM,Cagliari,Italy,CB,2.2K ,80,375,1746,4,84,190,61,39,55,64,84,3,2,non-rare
Mathew Ryan,Premier League,Arsenal,Australia,GK,1.3K ,80,451,1032,159,82,184,81,75,82,82,53,4,1,non-rare
Matteo Pessina,Serie A TIM,Atalanta,Italy,CAM,15.25K ,80,444,2082,57,75,187,72,74,77,82,70,2,3,MOTM
Charlie Wyke,EFL League One (ENG 3),Sunderland,England,ST,12.5K ,80,445,2139,161,80,185,79,84,68,79,44,3,2,SIF
Kangin Lee,LaLiga Santander,Valencia CF,Korea Republic,ST,14.5K ,80,412,2004,112,68,173,78,80,82,85,33,3,4,IF
Pedro,Serie A TIM,Roma FC,Spain,RW,0 ,80,399,1959,304,67,169,73,76,76,81,43,5,4,Rare
Adán,Liga NOS (POR 1),Sporting CP,Spain,GK,0 ,80,449,985,75,86,190,77,80,78,80,55,2,1,Rare
Andy Yiadom,EFL Championship (ENG 2),Reading,Ghana,RB,9.9K ,80,458,2116,94,75,180,89,60,71,80,77,3,3,IF
Alex Oxlade-Chamberlain,Premier League,Liverpool,England,CM,800 ,79,455,2149,192,70,175,80,74,78,83,67,4,4,Rare
Phil Foden,Premier League,Manchester City,England,CAM,850 ,79,413,1982,192,69,171,75,70,76,81,56,3,4,Rare
Nathan Aké,Premier League,Manchester City,Netherlands,CB,2K ,79,426,2027,1705,75,180,74,53,70,72,81,3,2,Rare
Danny Rose,Premier League,Spurs,England,LB,750 ,79,434,2069,27,76,174,75,61,72,77,77,3,3,Non-Rare
Moussa Sissoko,Premier League,Spurs,France,CM,2K ,79,462,2155,3937,91,187,78,63,77,78,77,3,3,Rare
Harry Winks,Premier League,Spurs,England,CDM,800 ,79,429,2038,23,74,176,71,58,78,82,72,3,3,Non-Rare
Rodrygo Silva de Goes,LaLiga Santander,Real Madrid,Brazil,RW,850 ,79,404,1969,345,64,174,87,75,70,83,32,3,4,Rare
Ante Rebic,Serie A TIM,Milan,Croatia,ST,850 ,79,436,2020,313,78,185,88,80,70,79,39,4,4,Rare
Hakan Çalhanoğlu,Serie A TIM,Milan,Turkey,LW,500 ,79,421,2087,70,76,178,65,75,82,83,59,4,4,Non-Rare
Dan-Axel Zagadou,Bundesliga,Dortmund,France,CB,1.3K ,79,368,1662,40,90,196,59,34,61,52,81,3,2,Non-Rare
Andreas Christensen,Premier League,Chelsea,Denmark,CB,1.2K ,79,382,1736,26,82,187,66,31,63,68,82,3,2,Non-Rare
Olivier Giroud,Premier League,Chelsea,France,ST,600 ,79,378,1909,238,91,193,39,79,70,71,42,3,3,Non-Rare
Leandro Paredes,Ligue 1 Conforama,Paris SG,Argentina,CM,750 ,79,450,2180,14,75,180,68,70,80,78,75,4,4,Rare
Ander Herrera,Ligue 1 Conforama,Paris SG,Spain,CM,800 ,79,447,2168,35,71,182,66,72,77,79,79,4,3,Rare
Pervis Estupiñán,EFL Championship (ENG 2),Watford,Ecuador,LB,0 ,79,402,1846,21,73,175,83,32,66,72,74,3,2,Non-Rare
Rui Silva,LaLiga Santander,Granada CF,Portugal,GK,500 ,79,422,863,21,91,191,78,74,75,84,31,3,1,Non-Rare
Dayot Upamecano,Bundesliga,RB Leipzig,France,CB,1.3K ,79,405,1812,576,90,186,77,40,61,67,79,3,2,Rare
Jules Koundé,LaLiga Santander,Sevilla FC,France,CB,2K ,79,392,1812,560,75,178,77,34,57,70,81,3,2,Rare
Victor Osimhen,Serie A TIM,Napoli,Nigeria,ST,900 ,79,420,1963,292,78,185,87,79,63,73,39,4,3,Rare
Alexander Isak,LaLiga Santander,Real Sociedad,Sweden,ST,750 ,79,402,1896,320,77,192,82,80,65,78,28,5,4,Rare
Boubacar Kamara,Ligue 1 Conforama,OM,France,CDM,800 ,79,409,1936,44,68,184,69,46,71,72,77,3,3,Non-Rare
Declan Rice,Premier League,West Ham,England,CDM,600 ,79,399,1846,16,80,185,65,44,65,69,78,3,2,Non-Rare
Adama,Premier League,Wolves,Spain,RW,2K ,79,434,1937,3325,72,178,96,66,68,86,38,2,4,Rare
Harvey Barnes,Premier League,Leicester City,England,LW,600 ,79,412,1931,83,66,180,83,72,75,80,45,4,3,Non-Rare
Stephan El Shaarawy,Chinese FA Super L. (CHN 1),Shanghai Shenhua,Italy,LW,1.1K ,79,427,2040,152,73,178,86,77,76,78,46,3,5,Rare
Ruslan Malinovskyi,Serie A TIM,Atalanta,Ukraine,CM,700 ,79,453,2178,62,79,181,70,79,81,78,66,4,4,Rare
James Ward-Prowse,Premier League,Southampton,England,CM,750 ,79,427,2124,88,66,173,60,72,85,77,66,3,3,Rare
Enis Bardhi,LaLiga Santander,Levante UD,FYR Macedonia,LM,700 ,79,438,2156,41,64,172,76,81,78,82,63,4,4,Rare
Pedro León,LaLiga Santander,SD Eibar,Spain,RM,700 ,79,404,1971,43,73,183,59,77,87,78,45,3,4,Rare
Geoffrey Kondogbia,LaLiga Santander,Valencia CF,Central African Republic,CM,4K ,79,462,2175,153,80,188,69,74,75,77,79,2,4,Rare
Guillermo Ochoa,LIGA BBVA MX (MEX 1),América,Mexico,GK,550 ,79,431,916,57,78,185,77,69,75,83,48,3,1,Non-Rare
Nahuel Guzmán,LIGA BBVA MX (MEX 1),Tigres,Argentina,GK,600 ,79,438,1081,12,94,193,78,77,72,79,51,3,1,Non-Rare
Marco Bizot,Eredivisie (NED 1),AZ,Netherlands,GK,750 ,79,426,940,13,85,193,82,76,67,79,46,2,1,Non-Rare
Denzel Dumfries,Eredivisie (NED 1),PSV,Netherlands,RB,700 ,79,441,1996,158,80,188,79,60,66,71,76,3,2,Rare
Maximilian Arnold,Bundesliga,VfL Wolfsburg,Germany,CDM,800 ,79,447,2158,42,74,184,66,80,78,77,73,2,3,Rare
Cristian Pavón,Major League Soccer (MLS),LA Galaxy,Argentina,LW,2.2K ,79,443,2078,115,78,174,91,76,75,78,49,3,4,Rare
José Manuel Reina Páez,Serie A TIM,Lazio,Spain,GK,550 ,79,439,957,21,92,188,77,79,80,78,45,3,1,Non-Rare
Javier Mascherano,Primera División (ARG 1),Estudiantes,Argentina,CDM,3.6K ,79,406,1995,126,73,174,61,53,72,69,79,3,2,Non-Rare
Benoît Costil,Ligue 1 Conforama,Bordeaux,France,GK,600 ,79,439,858,20,88,187,78,77,77,80,49,3,1,Non-Rare
Ben Foster,EFL Championship (ENG 2),Watford,England,GK,500 ,79,438,948,397,90,193,80,77,73,80,49,3,1,Non-Rare
Laurent Koscielny,Ligue 1 Conforama,Bordeaux,France,CB,850 ,79,380,1812,-6,75,186,55,43,63,65,80,3,2,Non-Rare
Diego Valeri,Major League Soccer (MLS),Portland Timbers,Argentina,CAM,750 ,79,406,2044,6,73,178,57,77,80,81,45,4,3,Non-Rare
Sokratis Papastathopoulos,Premier League,Arsenal,Greece,CB,1.4K ,79,391,1815,34,84,186,67,53,52,60,78,2,2,Non-Rare
David Ospina,Serie A TIM,Napoli,Colombia,GK,700 ,79,426,860,65,80,183,82,72,77,84,34,3,1,Rare
Kévin Gameiro,LaLiga Santander,Valencia CF,France,ST,700 ,79,425,2057,157,70,172,86,79,74,76,43,4,3,Rare
Marcelo Díaz,CONMEBOL Libertadores,Racing Club,Chile,CDM,700 ,79,428,2131,14,68,167,59,66,80,75,74,3,3,Libertadores
Mathieu Valbuena,Hellas Liga (GRE 1),Olympiacos CFP,France,LM,700 ,79,389,1950,70,58,167,72,76,80,80,34,4,3,Rare
Ángel Luís Rodríguez Díaz,LaLiga Santander,Getafe CF,Spain,ST,800 ,79,396,1893,16,68,172,73,82,62,78,34,3,3,Non-Rare
Juan Manuel Mata García,Premier League,Manchester Utd,Spain,CAM,1K ,79,374,1939,68,63,170,58,72,82,82,36,3,4,Non-Rare
Éder Citadin Martins,Chinese FA Super L. (CHN 1),Jiangsu Suning,Italy,ST,700 ,79,416,2000,120,72,179,87,78,75,80,29,4,4,Rare
Vitorino Pacheco Antunes,Liga NOS (POR 1),Sporting CP,Portugal,LB,750 ,79,440,2137,32,70,176,72,69,77,76,76,3,4,Rare
Séamus Coleman,Premier League,Everton,Republic of Ireland,RB,850 ,79,433,2079,41,77,177,70,65,73,76,79,3,3,Non-Rare
Vedran Ćorluka,League of Russia (RUS 1),Lokomotiv Moscow,Croatia,CB,800 ,79,394,1885,11,84,192,54,49,65,68,80,3,3,Non-Rare
Sidnei Rechel da Silva Júnior,LaLiga Santander,Real Betis,Brazil,CB,900 ,79,413,1867,48,80,185,69,57,63,65,77,2,2,Rare
Nordin Amrabat,MBS Pro League (SAU 1),Al Nassr,Morocco,RM,700 ,79,440,2087,54,85,180,79,75,77,79,53,3,4,Rare
Marco Parolo,Serie A TIM,Lazio,Italy,CDM,700 ,79,435,2126,44,75,184,57,76,75,75,79,4,3,Rare
Diego Perotti,Serie A TIM,Roma FC,Argentina,LM,10K ,79,403,1945,19,70,179,74,71,77,85,42,4,4,Rare
Gylfi Sigurðsson,Premier League,Everton,Iceland,CAM,700 ,79,420,2090,32,77,186,55,78,82,78,60,4,3,Rare
Sofiane Feghouli,Süper Lig (TUR 1),Galatasaray,Algeria,RM,650 ,79,413,1969,34,75,176,84,71,74,82,34,3,4,Non-Rare
Cristhian Stuani,LaLiga SmartBank (ESP 2),Girona FC,Uruguay,ST,700 ,79,421,2042,44,76,186,67,81,70,73,48,3,4,Rare
Sven Ulreich,Bundesliga,FC Bayern,Germany,GK,3K ,79,422,846,44,87,192,79,71,68,84,41,2,1,Non-Rare
Yann M'Vila,Ligue 1 Conforama,ASSE,France,CDM,0 ,79,427,2051,-3,80,182,65,62,74,74,75,3,3,Non-Rare
Steven Nzonzi,Ligue 1 Conforama,Rennes,France,CDM,700 ,79,391,1890,42,75,196,34,55,71,68,77,3,2,Rare
Alex Teixeira dos Santos,Chinese FA Super L. (CHN 1),Jiangsu Suning,Brazil,ST,700 ,79,435,2059,2112,72,174,93,76,73,81,40,4,4,Rare
Francesco Caputo,Serie A TIM,Sassuolo,Italy,ST,900 ,79,396,1893,180,74,181,83,79,61,77,30,4,3,Non-Rare
Vicente Iborra de la Fuente,LaLiga Santander,Villarreal CF,Spain,CDM,900 ,79,409,2015,17,80,190,37,70,75,70,77,4,3,Non-Rare
Ben Mee,Premier League,Burnley,England,CB,750 ,79,385,1816,19,82,183,62,42,59,63,80,3,2,Non-Rare
Chris Smalling,Premier League,Manchester Utd,England,CB,5.1K ,79,394,1796,145,81,194,68,47,58,59,81,3,2,Rare
José Ángel Valdés Díaz,LaLiga Santander,SD Eibar,Spain,LB,700 ,79,419,2011,11,77,182,69,54,75,75,78,3,3,Non-Rare
Nicolás Otamendi,Premier League,Manchester City,Argentina,CB,9.3K ,79,389,1883,-3,81,183,54,57,61,59,80,3,2,Non-Rare
Fabián Orellana,LaLiga Santander,R. Valladolid CF,Chile,RM,450 ,79,390,1930,14,64,171,73,75,78,80,40,4,4,Non-Rare
Kesen Ai,Chinese FA Super L. (CHN 1),Guangzhou,China PR,ST,700 ,79,441,2126,95,77,180,83,80,73,79,48,4,4,Rare
Jaume Vicent Costa Jordá,LaLiga Santander,Villarreal CF,Spain,LB,750 ,79,429,2026,23,62,171,75,61,72,73,78,3,3,Non-Rare
Nemanja Gudelj,LaLiga Santander,Sevilla FC,Serbia,CDM,1K ,79,441,2136,38,73,187,63,70,78,71,75,2,3,Rare
Andy Delort,Ligue 1 Conforama,Montpellier,Algeria,ST,700 ,79,423,1979,120,83,181,84,80,70,75,33,3,3,Rare
Luis Muriel,Serie A TIM,Atalanta,Colombia,ST,1.1K ,79,412,1941,263,79,179,88,79,69,83,27,4,4,Rare
João Pedro G. Santos Galvão,Serie A TIM,Cagliari,Brazil,CF,500 ,79,409,1995,37,73,184,72,78,75,78,40,4,4,Non-Rare
Danilo Luiz da Silva,Serie A TIM,Piemonte Calcio,Brazil,RB,750 ,79,439,2128,25,78,184,69,70,74,74,78,4,3,Non-Rare
Lucas Pérez Martínez,LaLiga Santander,D. Alavés,Spain,ST,700 ,79,412,2005,40,73,180,77,82,75,77,32,4,4,Rare
Ibai Gómez Pérez,LaLiga Santander,Athletic Club,Spain,RW,700 ,79,439,2107,24,72,177,75,78,80,79,59,4,4,Rare
Matz Sels,Ligue 1 Conforama,Strasbourg,Belgium,GK,450 ,79,428,920,8,88,190,81,76,76,80,36,2,1,Non-Rare
Víctor Machín Pérez,LaLiga Santander,Atlético de Madrid,Spain,LM,800 ,79,423,1987,31,79,185,77,76,76,79,41,4,3,Rare
Aïssa Mandi,LaLiga Santander,Real Betis,Algeria,CB,750 ,79,413,1987,41,78,184,67,46,74,71,80,3,2,Rare
Rafael Alcântara,LaLiga Santander,FC Barcelona,Brazil,CM,10K ,79,436,2105,15,71,174,69,76,79,83,68,4,4,Rare
Faouzi Ghoulam,Serie A TIM,Napoli,Algeria,LB,650 ,79,437,2098,33,80,184,72,64,76,77,77,4,3,Non-Rare
Jordan Veretout,Serie A TIM,Roma FC,France,CDM,700 ,79,444,2183,36,67,177,63,74,81,79,74,3,3,Rare
Salif Sané,Bundesliga,FC Schalke 04,Senegal,CB,700 ,79,397,1821,77,85,196,60,49,64,63,80,3,2,Rare
Conor Coady,Premier League,Wolves,England,CB,750 ,79,401,1961,76,80,186,47,58,75,67,79,3,2,Rare
Fernando Lucas Martins,Chinese FA Super L. (CHN 1),Beijing Guoan,Brazil,CDM,650 ,79,443,2110,-77,66,173,75,67,77,73,75,3,4,Non-Rare
Alexander Schwolow,Bundesliga,Hertha Berlin,Germany,GK,600 ,79,421,811,36,84,190,78,76,71,81,37,3,1,Non-Rare
Álvaro González Soberón,Ligue 1 Conforama,OM,Spain,CB,1.4K ,79,375,1788,-155,75,183,68,33,57,58,80,3,2,Non-Rare
André Carrillo,MBS Pro League (SAU 1),Al Hilal,Peru,RM,700 ,79,420,1970,84,75,180,87,74,72,82,37,4,4,Rare
Alejandro Pozuelo Melero,Major League Soccer (MLS),Toronto FC,Spain,CAM,750 ,79,413,2032,17,73,170,65,73,78,83,50,5,4,Non-Rare
Kenny Lala,Ligue 1 Conforama,Strasbourg,France,RWB,1K ,79,443,2100,143,78,178,79,63,76,76,73,3,3,Rare
Mário Rui Silva Duarte,Serie A TIM,Napoli,Portugal,LB,1.1K ,79,422,2068,34,67,170,82,49,72,79,73,3,3,Non-Rare
Willi Orban,Bundesliga,RB Leipzig,Hungary,CB,900 ,79,353,1671,22,87,186,49,36,52,55,81,3,2,Non-Rare
Luka Milivojević,Premier League,Crystal Palace,Serbia,CDM,500 ,79,424,2088,14,80,186,54,67,76,68,77,2,2,Non-Rare
Taras Stepanenko,Ukrayina Liha (UKR 1),Shakhtar Donetsk,Ukraine,CDM,500 ,79,426,2028,16,80,181,67,61,71,69,79,3,3,Non-Rare
Matheus Lima Magalhães,Liga NOS (POR 1),SC Braga,Brazil,GK,600 ,79,434,897,30,84,190,82,75,72,83,45,3,1,Non-Rare
Gabriel Appelt Pires,Liga NOS (POR 1),SL Benfica,Brazil,CM,700 ,79,453,2186,82,82,187,63,74,77,79,77,5,3,Rare
Emil Forsberg,Bundesliga,RB Leipzig,Sweden,CAM,700 ,79,396,1919,37,76,177,70,71,81,81,32,4,4,Rare
Munas Dabbur,Bundesliga,TSG Hoffenheim,Israel,ST,450 ,79,394,1927,18,76,182,70,78,66,79,32,4,4,Non-Rare
Omar Mascarell González,Bundesliga,FC Schalke 04,Spain,CDM,700 ,79,421,2025,46,76,181,63,61,72,77,75,5,3,Rare
Juan Fernando Quintero,CONMEBOL Libertadores,River Plate,Colombia,CAM,1.6K ,79,401,1971,18,67,168,71,76,81,83,39,2,4,Libertadores
Samuel Castillejo Azuaga,Serie A TIM,Milan,Spain,RM,1.2K ,79,408,1939,2,67,182,81,73,78,81,43,2,4,Non-Rare
Kevin Mbabu,Bundesliga,VfL Wolfsburg,Switzerland,RB,950 ,79,437,2003,960,83,184,89,51,69,73,74,3,3,Rare
Emerson Palmieri dos Santos,Premier League,Chelsea,Italy,LB,2.5K ,79,431,2044,27,79,176,81,63,70,78,75,2,3,Non-Rare
Morgan Sanson,Ligue 1 Conforama,OM,France,CM,2.2K ,79,455,2182,109,73,180,73,75,79,78,72,4,4,Rare
Rubén García Santos,LaLiga Santander,CA Osasuna,Spain,LM,500 ,79,407,1965,18,71,171,78,76,79,79,38,2,4,Non-Rare
Valentino Lazaro,Bundesliga,M'gladbach,Austria,RM,850 ,79,444,2098,71,76,180,82,70,76,80,69,3,4,Non-Rare
Pierluigi Gollini,Serie A TIM,Atalanta,Italy,GK,500 ,79,432,918,21,94,194,81,75,69,81,47,2,1,Non-Rare
